Código BIP	Nombre Iniciativa	Sub Sector	Nombre de las fuentes	RATE	Costo Total
30130748-0	CONSERVACION DEPARTAMENTO PROVINCIAL DE EDUCACIÓN SAN ANTONIO 	INTERSUBSECTORIAL EDUCACION Y CULTURA	SECTORIAL		38857
30131462-0	"ADQUISICION EQUIPAMIENTO AUDIOVISUAL S. ALDO FRANCIA, VIÑA DEL M "	INTERSUBSECTORIAL EDUCACION Y CULTURA	F.N.D.R.		31957
30131628-0	CONSERVACION DEPROV SAN FELIPE - LOS ANDES 	ADMINISTRACION EDUCACION Y CULTURA	SECTORIAL		7883
30132006-0	CAPACITACION Y APRENDIZAJE IDIOMA INGLÉS EN NUEVA ZELANDA	EDUCACION BASICA Y MEDIA	F.N.D.R.		193600
30132010-0	CAPACITACION Y APRENDIZAJE DIOMA INGLES EN CANADA	EDUCACION BASICA Y MEDIA	F.N.D.R.		184000
30132728-0	"REPOSICION PARCIAL LICEO A-37, ETAPA FINAL, COMUNA DE LIMACHE"	EDUCACION MEDIA TECNICO	F.N.D.R.	RS	2231708
30133036-0	ADQUISICION EQUIPAMIENTO CENTRO REPRODUCCION HUMANA UNIVERS. VALPO.	EDUCACION SUPERIOR	F.N.D.R.		178540
30134115-0	REPOSICION BUSES TRANSPORTE ESCOLAR ZONA RURAL COMUNA DE CABILDO	EDUCACION BASICA Y MEDIA	F.N.D.R.		130872
30134214-0	"ADQUISICION MODULOS DE SERVICIOS HIGIENICOS, ESCUELA QDA ALVARADO"	EDUCACION BASICA Y MEDIA	F.N.D.R.		59992
30134497-0	CONSERVACION PRIMER PISO Y FACHADA BIBLIOTECA REGIONAL DE VALPARAISO	ARTE Y CULTURA	SECTORIAL		40098
30134672-0	ADQUISICION JUEGOS INFANTILES PARA DIVERSAS ESCUELAS MUNICIPALES	EDUCACION PREBASICA	F.N.D.R.		41899
30134847-0	ADQUISICION JUEGOS INFANTILES Y OTROS PARA EDUCACIÓN PREBASICA V.A	EDUCACION PREBASICA	F.N.D.R.		47653
30134914-0	CONSERVACION  SALA ARQUEOLOGICA MUSEO DE SITIO ESTADIO	ARTE Y CULTURA	F.N.D.R.		87340
30134920-0	ADQUISICION SILLAS Y PODIUM PARA CULTURA.QUILPUE	ARTE Y CULTURA	F.N.D.R.		23202
30134921-0	ADQUISICION EQUIPAMIENTO PARA ACT. CULTURALES Y RECREATIVAS. V.A.	ARTE Y CULTURA	F.N.D.R.		122331
30136884-0	CAPACITACION Y APRENDIZAJE IDIOMA INGLES EN NUEVA ZELANDA	EDUCACION BASICA Y MEDIA	F.N.D.R.		193600
30136961-0	"REPARACION ESCUELA RAMON BARROS LUCO, VALPARAISO"	INTERSUBSECTORIAL EDUCACION Y CULTURA	F.N.D.R.	OT	4660054
30137445-0	"ADQUISICION MODULOS DE SALA DE CLASES, ESCUELA QDA ALVARADO"	EDUCACION MEDIA TECNICO	F.N.D.R.		89996
30148572-0	"ADQUISICION BICICLETAS E IMPLEMENTOS  TRANSPORTE ESCOLAR, HIJUELAS"	EDUCACION BASICA Y MEDIA	F.N.D.R.		12200
30167072-0	"CONSTRUCCION LABORATORIO QUIMICA LICEO POLIVALENTE CHAGRES, CATEMU"	EDUCACION MEDIA TECNICO	F.N.D.R.		42123
30175975-0	ADQUISICION EQUIPOS DE AMPLIFICACIÓN TEATRO LICEO ROBERTO HUMERES O	ARTE Y CULTURA	F.N.D.R.		19900
30004448-0	REPOSICION BIBLIOTECA PUBLICA  Y RADIO MUNICIPAL DE SANTA MARIA	ARTE Y CULTURA	F.N.D.R.	RS	64250
30064543-0	"REPOSICION BIBLIOTECA MUNICIPAL, COMUNA SAN ANTONIO"	INTERSUBSECTORIAL EDUCACION Y CULTURA	F.N.D.R.	RS	45465
30065359-0	AMPLIACION FACULTAD DE CIENCIAS ECONOMICAS Y ADM UNIV. VALPAR	EDUCACION SUPERIOR	F.N.D.R.	RS	99096
30077123-0	"RESTAURACION DEL F. STA. BARBARA Y CUEVA PATR, COMUNA JUAN FERNANDEZ"	ARTE Y CULTURA	F.N.D.R.	RS	87147
30078248-0	"CONSTRUCCION CENTRO INTERDISCIPLINARIO DE NEUROCIENCIA, VALPARAISO"	EDUCACION SUPERIOR	F.N.D.R.	IN	45643
30078575-0	RESTAURACION IGLESIA Y MONASTERIO DEL BUEN PASTOR DE SAN FELIPE	ARTE Y CULTURA	F.N.D.R.	RS	85905
30078609-0	RESTAURACION SANTUARIO SANTA FILOMENA Y ENTORNO DE SANTA MARIA	ARTE Y CULTURA	F.N.D.R.	RS	37660
30078616-0	RESTAURACION IGLESIA Y CONVENTO SAN FRANCISCO DE CURIMON	ARTE Y CULTURA	F.N.D.R.	RS	60879
30078622-0	"RESTAURACION CAPILLA LO VICUÑA, COMUNA DE PUTAENDO."	ARTE Y CULTURA	F.N.D.R.	RS	46840
30078695-0	RESTAURACION Y PUESTA EN VALOR IGLESIA DE PETORCA Y SU ENTORNO	ARTE Y CULTURA	F.N.D.R.	RS	53574
30082127-0	"REPOSICION ESCUELA ARTURO ECHAZARRETA, CASABLANCA"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	266187
30085114-0	"RESTAURACION IGLESIA SAN FRANCISCO DEL BARON, VALPARAISO"	ARTE Y CULTURA	F.N.D.R.	RS	82296
30087910-0	"HABILITACION CENTRO CULTURAL ESTACION QUILLOTA, COMUNA DE QUILLOTA"	ARTE Y CULTURA	F.N.D.R.	RS	31210
30094661-0	ADQUISICION INMUEBLE Y HABILITACION MUSEO HISTÓRICO ARQUEOLÓGICO	ARTE Y CULTURA	F.N.D.R.	OT	356101
30094784-0	"REPOSICION ESCUELA MULTIDEFICIT AMANECER, PUCHUNCAVI"	EDUCACION DIFERENCIAL Y ESPECIAL	F.N.D.R.	RS	43641
30099775-0	RESTAURACION  PALACIO VERGARA DE VIÑA DEL MAR	ARTE Y CULTURA	F.N.D.R.	RS	149527
30099807-0	RESTAURACION TEATRO MUNICIPAL DE VIÑA DEL MAR	ARTE Y CULTURA	MUNICIPAL - F.N.D.R.	RS	154153
30105536-0	HABILITACION MUSEO DEL GRABADO DOCUMENTAL PATRIMONIAL VISUAL        	ARTE Y CULTURA	F.N.D.R.	RS	91822
30112234-0	CONSTRUCCION Y HABILITACION  FACULTAD  CIENCIAS DE LA SALUD UPLA    	EDUCACION SUPERIOR	F.N.D.R.	OT	106989
30112784-0	CONSTRUCCION TECHUMBRE SALA CUNA JUNJI ISLA DE PASCUA	EDUCACION PREBASICA	F.N.D.R.		5978
30114622-0	"HABILITACION COCINA Y OFICINA EN COLEGIO SAN SEBASTIAN, IPA"	EDUCACION BASICA Y MEDIA	F.N.D.R.		8400
30123693-0	REPOSICION JARDIN INFANTIL Y SALA CUNA SANDALITO DE JUAN FERNANDEZ	EDUCACION PREBASICA	F.N.D.R.	RS	48447
30126535-0	RESTAURACION NUEVE ASCENSORES DE VALPARAISO	ARTE Y CULTURA	F.N.D.R. - SECTORIAL	OT	761652
20111568-0	REPOSICION ESCUELA BASICA F-377 LIMACHITO	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	1405631
20166776-0	"REPOSICION LICEO TECNICO PROFESIONAL DE MINERIA, CABILDO"	EDUCACION MEDIA TECNICO	F.N.D.R.	RS	844355
20182193-0	"RESTAURACION CASA P. AGUIRRE CERDA Y ESCUELA AGRICOLA, CALLE LARGA."	ARTE Y CULTURA	F.N.D.R.	RS	1125467
20187772-0	AMPLIACION ESCUELA SAN JOSÉ DE CALASANZ	EDUCACION BASICA Y MEDIA	F.N.D.R. - SECTORIAL	RS	364381
20188040-0	"AMPLIACION ESCUELA G-84 EL COBRE - LA COLONIA, CATEMU"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	356516
20191423-0	CONSTRUCCION NUEVO ESTABLECIMIENTO ESCUELA SAN JOSE DE CALASANZ	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	774522
20192568-0	AMPLIACION LICEO JUAN DANTE PARRAGUEZ	EDUCACION BASICA Y MEDIA	F.N.D.R.	FI	597787
30004448-0	REPOSICION BIBLIOTECA PUBLICA  Y RADIO MUNICIPAL DE SANTA MARIA	ARTE Y CULTURA	F.N.D.R.	RS	829767
30028242-0	AMPLIACION ESCUELA ELISA LATAPIAT F-218	EDUCACION BASICA Y MEDIA	F.N.D.R. - SECTORIAL	RS	720800
30028748-0	"REPOSICION ESCUELA EDUARDO FREI M. F-369, VINA"	EDUCACION BASICA Y MEDIA	F.N.D.R. - SECTORIAL	OT	1078710
30028758-0	"AMPLIACION ESCUELA MARCELA PAZ F-361, VINA"	EDUCACION BASICA Y MEDIA	F.N.D.R. - SECTORIAL	IN	811474
30034652-0	REPOSICION ESCUELA SAN ALBERTO SECTOR GUZMANES	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	453446
30040102-0	CONSTRUCCION LICEO TECNICO PROFESIONAL	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	850101
30042302-0	REPOSICION JARDIN INFANTIL FLIPPER - VALPARAISO	EDUCACION PREBASICA	F.N.D.R.	RS	373539
30042507-0	REPOSICION JARDIN INFANTIL PENECA DE SAN FELIPE	EDUCACION PREBASICA	F.N.D.R.	RS	421917
30064308-0	REPOSICION ESCUELA MARIA LEIVA DE IBAÑEZ LAS COIMAS PUTAENDO	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	333290
30064333-0	NORMALIZACION JARDIN INFANTIL TRENCITO DE PUTAENDO	EDUCACION PREBASICA	F.N.D.R.	FI	403664
30064998-0	"REPOSICION MUSEO MUNICIPAL DE CIENCIAS Y ARQUEOLOGIA, SAN ANTONIO"	ARTE Y CULTURA	F.N.D.R.	RS	1881239
30067192-0	REPOSICION PARCIAL LICEO A-37 COMUNA DE LIMACHE	EDUCACION MEDIA TECNICO	F.N.D.R.	RS	2001368
30069260-0	"NORMALIZACION Y AMPLIACION ESC. BASICA REPUBLICA DE FRANCIA,QUINTERO"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	452746
30072489-0	"CONSTRUCCION CENTRO CULTURAL Y MULTIPROPOSITO, SANTA MARIA"	ARTE Y CULTURA	F.N.D.R.	RS	485734
30072780-0	"REPOSICION ESCUELA BASICA REPUBLICA ARGENTINA D-159, QUILLOTA "	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	854708
30077574-0	"RESTAURACION  TEATRO POMPEYA, PORTAL Y ENTORNO, V. ALEMANA"	ARTE Y CULTURA	F.N.D.R.	RS	847409
30078575-0	RESTAURACION IGLESIA Y MONASTERIO DEL BUEN PASTOR DE SAN FELIPE	ARTE Y CULTURA	F.N.D.R.	RS	2464299
30078609-0	RESTAURACION SANTUARIO SANTA FILOMENA Y ENTORNO DE SANTA MARIA	ARTE Y CULTURA	F.N.D.R.	RS	1060254
30078635-0	"RESTAURACION IGLESIA LOS PERALES ,CONVENTO Y ENTORNO, COMUNA QUILPUE"	ARTE Y CULTURA	F.N.D.R.	RS	520425
30078695-0	RESTAURACION Y PUESTA EN VALOR IGLESIA DE PETORCA Y SU ENTORNO	ARTE Y CULTURA	F.N.D.R.	RS	659364
30085114-0	"RESTAURACION IGLESIA SAN FRANCISCO DEL BARON, VALPARAISO"	ARTE Y CULTURA	F.N.D.R.	RS	3256233
30085134-0	CONSTRUCCION CENTRO CULTURAL DE LA COMUNA DE QUILPUE	ARTE Y CULTURA	F.N.D.R. - SECTORIAL	OT	1850311
30085586-0	CONSTRUCCION SEDE BAILE CHINO BOCO. QUILLOTA	ARTE Y CULTURA	F.N.D.R.	RS	81454
30085642-0	"INVESTIGACION PARA LA RECUPERACIÓN CAMINO REAL, LA DORMIDA, OLMUE"	ARTE Y CULTURA	F.N.D.R.	RS	50548
30087873-0	CATASTRO ARQUEOLÓGICO ZONA NORTE DE ISLA DE PASCUA	ARTE Y CULTURA	F.N.D.R.	RS	246097
30089620-0	"RESTAURACION SALA ALDO FRANCIA, PALACIO RIOJA, VIÑA DEL MAR"	ARTE Y CULTURA	F.N.D.R.	RS	110656
30090473-0	CONSTRUCCION TECHADO MULTICANCHA ESCUELA BÁSICA LATINA	EDUCACION BASICA Y MEDIA	F.N.D.R.		49990
30092804-0	"REPOSICION ESCUELA ULDA ARACENA GONZALEZ, NOGALES"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	861769
30093019-0	CONSERVACION ESCUELA AGRICOLA SAN FELIPE	EDUCACION MEDIA TECNICO	SECTORIAL		71825
30093134-0	"REPOSICION ESCUELA BASICA EL MELÓN, NOGALES"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	1126421
30094647-0	"AMPLIACION ESCUELA AGUSTIN EDWARDS, LLAY LLAY"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	822074
30094667-0	"CONSTRUCCION COMPLEJO CULTURAL MUNICIPAL MUSEO INTERACTIVO, LA CRUZ"	INTERSUBSECTORIAL EDUCACION Y CULTURA	F.N.D.R.	OT	164460
30096184-0	NORMALIZACION  MUSEO HISTORIA NATURAL DE VALPARAISO	ARTE Y CULTURA	SECTORIAL	RS	723220
30099997-0	"REPOSICION ESCUELA BASICA LOS BELLOTOS DE LA VEGA, OLMUE"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	589240
30100384-0	REPOSICION DE JARDIN INFANTIL JUNJI PULGARCITO DE VALPARAISO	EDUCACION PREBASICA	SECTORIAL	RS	505103
30100385-0	REPOSICION DE JARDIN INFANTIL JUNJI BAMBI DE VALPARAISO	EDUCACION PREBASICA	SECTORIAL	RS	440298
30100386-0	REPOSICION DE JARDIN INFANTIL JUNJI VELERITO DE SAN ANTONIO	EDUCACION PREBASICA	SECTORIAL	RS	628258
30100388-0	REPOSICION DE JARDIN INFANTIL JUNJI REMOLINO DE LLAY LLAY	EDUCACION PREBASICA	F.N.D.R.	RS	673357
30106886-0	REPOSICION BIBLIOTECA MUNICIPAL	ADMINISTRACION EDUCACION Y CULTURA	F.N.D.R.	OT	348838
30106887-0	CONSTRUCCION CENTRO CULTURAL DE LA COMUNA DE LLAY LLAY	ARTE Y CULTURA	F.N.D.R.	OT	110418
30108564-0	HABILITACION NUEVA MUSEOGRAFIA MUSEO HISTORIA NATURAL VALPARAISO	ARTE Y CULTURA	SECTORIAL	RS	1228145
30110050-0	CONSERVACION ASCENSOR VAN BUREN DE VALPARAISO	INTERSUBSECTORIAL EDUCACION Y CULTURA	SECTORIAL	RS	518606
30110050-0	CONSERVACION ASCENSOR VAN BUREN DE VALPARAISO	INTERSUBSECTORIAL EDUCACION Y CULTURA	SECTORIAL	RS	518606
30110608-0	"ADQUISICION DE PC MOVILES PARA EDUCACION MUNICIPAL, HIJUELAS."	EDUCACION BASICA Y MEDIA	F.N.D.R.		121211
30111196-0	ADQUISICION DE CINCO TRACTOR DE ORUGAS CON SILLAS  (SALVAESCALERAS)	EDUCACION DIFERENCIAL Y ESPECIAL	F.N.D.R.		17666
30112436-0	REPARACION MUSEO ARQUEOLOGICO DE LOS ANDES	ARTE Y CULTURA	SECTORIAL	RS	36967
30113160-0	CONSERVACION CONDICIONES DE SEGURIDAD DE JARDINES INFANTILES	EDUCACION PREBASICA	F.N.D.R.		381106
30114273-0	CAPACITACION Y DIFUSION DE LA MUSICA DE CONCIERTO PROV. SAN FELIPE	ARTE Y CULTURA	F.N.D.R.	OT	180408
30115136-0	ADQUISICION PC MOVILES PARA LICEO CLARA SOLOVERA EL QUISCO	EDUCACION BASICA Y MEDIA	F.N.D.R.		38902
30115304-0	ADQUISICION INSTRUMENTOS M. ORQUESTA JUVENIL LICEO L.L.HIJUELAS	ARTE Y CULTURA	F.N.D.R.		10000
30115848-0	"REPARACION ESCUELA LORENZO BAEZA VEGA, ISLA DE PASCUA"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	1254630
30116596-0	AMPLIACION CAMPUS SAN FELIPE UNIVERSIDAD DE VALPARAISO.	EDUCACION SUPERIOR	F.N.D.R.	OT	2069380
30117001-0	EQUIPAMIENTO GRADERIAS ANFITEATRO EL PATAGUAL	ARTE Y CULTURA	F.N.D.R.		80000
30117574-0	ADQUISICION  DE CLASSMATE PARA EDUC. MUNICIPAL	EDUCACION BASICA Y MEDIA	F.N.D.R.		181893
30118119-0	"HABILITACION INFRAESTRUCTURA PARA EL LICEO BICENTENARIO, SAN ANTONIO"	EDUCACION BASICA Y MEDIA	F.N.D.R.	FI	602045
30118879-0	"CONSTRUCCION SSHH, REPARACION TECHUMBRES Y CIELO, ESC. LOS MAQUIS"	ADMINISTRACION EDUCACION Y CULTURA	F.N.D.R.		30970
30119459-0	ADQUISICION BUS DE TRANSPORTE ESCOLAR COMUNA SANTO DOMINGO	INTERSUBSECTORIAL EDUCACION Y CULTURA	F.N.D.R.		85000
30119562-0	CAPACITACION DOCENTES EN ESTRATEGIAS PEDAG. PARA EDUC. BAS. MUNICIPA	EDUCACION BASICA Y MEDIA	F.N.D.R.	OT	535550
30119565-0	CAPACITACION CONVIVENCIA ESCOLAR PARA MEJORAR EL CLIMA EN ESC. M	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	510310
30120364-0	RESTAURACION NAVE CENTRAL ESCUELA REPÚBLICA ARGENTINA. QUILLOTA	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	181330
30120769-0	CONSERVACION SECRETARIA REGIONAL MINISTERIAL DE EDUCACION VALPARAISO	ADMINISTRACION EDUCACION Y CULTURA	SECTORIAL		229521
30121923-0	CONSERVACION DEPARTAMENTO PROVINCIAL DE EDUCACION DE VALPARAISO	ADMINISTRACION EDUCACION Y CULTURA	SECTORIAL		46820
30121945-0	CONSERVACION DEPARTAMENTO PROVINCIAL DE EDUCACION DE SAN FELIPE	ADMINISTRACION EDUCACION Y CULTURA	SECTORIAL		16111
30121984-0	CONSERVACION DEPARTAMENTO PROVINCIAL DE EDUCACION DE SAN ANTONIO	ADMINISTRACION EDUCACION Y CULTURA	SECTORIAL		33350
30122308-0	ADQUISICION VEHICULO PARA GRUPO FOLCLORICO CHELICHE	ARTE Y CULTURA	F.N.D.R.		13500
30123138-0	ADQUISICION BUS PARA TRANSPORTE ESCOLAR	EDUCACION BASICA Y MEDIA	F.N.D.R.		98449
30123368-0	CONSERVACION BIBLIOTECA MUNICIPAL PAUL HARRIS. VILLA ALEMANA	ADMINISTRACION EDUCACION Y CULTURA	F.N.D.R.		37579
30124445-0	"ADQUISICION BUTACAS E ILUMINACION  ANFITEATRO P. NARANJOS,HIJUELAS "	ADMINISTRACION EDUCACION Y CULTURA	F.N.D.R.		250000
30124729-0	"ADQUISICION DE INSTRUMENTOS MUSICALES PAR ORQUESTA JUVENIL, PETORCA"	ARTE Y CULTURA	F.N.D.R.		19607
30127800-0	"AMPLIACION INFRAESTRUCTURA TEC PROF ESCUELA MEXICO, PLACILLA VALPO"	EDUCACION BASICA Y MEDIA	F.N.D.R.		457288
30127841-0	"REPOSICION ESCUELA LEZANA PINCHEIRA, VIÑA DEL MAR"	EDUCACION BASICA Y MEDIA	F.N.D.R.	FI	1104219
30127972-0	TRANSFERENCIA DE TICS PARA LA INTEGRACION PEDAGOGICA COMUNA LOS ANDES	EDUCACION BASICA Y MEDIA	F.N.D.R.		33725
30127975-0	TRANSFERENCIA DE TICS PARA LA INTEGRACION PEDAGOGICA COMUNA QUINTERO	EDUCACION BASICA Y MEDIA	F.N.D.R.		67541
30128733-0	"ADQUISICION PC MOVILES PARA LA EDUCACION MUNICIPAL, LA CRUZ"	EDUCACION BASICA Y MEDIA	F.N.D.R.		42151
30004448-0	REPOSICION BIBLIOTECA PUBLICA  Y RADIO MUNICIPAL DE SANTA MARIA	ARTE Y CULTURA	F.N.D.R.	RS	62383
30059361-0	RESTAURACION CASA PRESIDENTE AGUIRRE CERDA DE CARTAGENA	ARTE Y CULTURA	F.N.D.R.	OT	36809
30060015-0	"CONSTRUCCION INSTITUTO DE ENOLOGÍA Y VITICULTURA, CASABLANCA."	EDUCACION MEDIA TECNICO	F.N.D.R.	OT	114500
30064543-0	"REPOSICION BIBLIOTECA MUNICIPAL, COMUNA SAN ANTONIO"	INTERSUBSECTORIAL EDUCACION Y CULTURA	F.N.D.R.	RS	44151
30065359-0	AMPLIACION FACULTAD DE CIENCIAS ECONOMICAS Y ADM UNIV. VALPAR	EDUCACION SUPERIOR	F.N.D.R.	RS	97028
30077123-0	"RESTAURACION DEL F. STA. BARBARA Y CUEVA PATR, COMUNA JUAN FERNANDEZ"	ARTE Y CULTURA	F.N.D.R.	RS	87128
30078248-0	"CONSTRUCCION CENTRO INTERDISCIPLINARIO DE NEUROCIENCIA, VALPARAISO"	EDUCACION SUPERIOR	F.N.D.R.	RS	44052
30078575-0	RESTAURACION IGLESIA Y MONASTERIO DEL BUEN PASTOR DE SAN FELIPE	ARTE Y CULTURA	F.N.D.R.	RS	83443
30078609-0	RESTAURACION SANTUARIO SANTA FILOMENA Y ENTORNO DE SANTA MARIA	ARTE Y CULTURA	F.N.D.R.	RS	36836
30078616-0	RESTAURACION IGLESIA Y CONVENTO SAN FRANCISCO DE CURIMON	ARTE Y CULTURA	F.N.D.R.	RS	59121
30078622-0	"RESTAURACION CAPILLA LO VICUÑA, COMUNA DE PUTAENDO."	ARTE Y CULTURA	F.N.D.R.	RS	42588
30078695-0	RESTAURACION Y PUESTA EN VALOR IGLESIA DE PETORCA Y SU ENTORNO	ARTE Y CULTURA	F.N.D.R.	RS	52791
30082127-0	"REPOSICION ESCUELA ARTURO ECHAZARRETA, CASABLANCA"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	258498
30085114-0	"RESTAURACION IGLESIA SAN FRANCISCO DEL BARON, VALPARAISO"	ARTE Y CULTURA	F.N.D.R.	RS	80480
30087910-0	"HABILITACION CENTRO CULTURAL ESTACION QUILLOTA, COMUNA DE QUILLOTA"	ARTE Y CULTURA	F.N.D.R.	RS	30308
30094784-0	"REPOSICION ESCUELA MULTIDEFICIT AMANECER, PUCHUNCAVI"	EDUCACION DIFERENCIAL Y ESPECIAL	F.N.D.R.	RS	42381
30094807-0	NORMALIZACION LICEO REPUBLICA ARGENTINA LOS ANDES	EDUCACION BASICA Y MEDIA	F.N.D.R.	OT	30500
30094972-0	RESTAURACION CASA Y PARQUE LA ERMITA	ARTE Y CULTURA	F.N.D.R.	OT	30506
30096760-0	AMPLIACION ESTABLECIMIENTO EDUCACIONAL RUBÉN CASTRO	EDUCACION BASICA Y MEDIA	F.N.D.R.	OT	14900
30099539-0	REPOSICION COLEGIO CENTRO INTEGRADA DE ADUTOS	EDUCACION PARA ADULTOS	F.N.D.R.	OT	90600
30099636-0	"RESTAURACION PALACIO RIOJA, VIÑA DEL MAR"	ARTE Y CULTURA	SECTORIAL	RS	110239
30099655-0	RESTAURACION  PALACIO CARRASCO DE VIÑA DEL MAR	ARTE Y CULTURA	SECTORIAL	RS	100694
30099775-0	RESTAURACION  PALACIO VERGARA DE VIÑA DEL MAR	ARTE Y CULTURA	F.N.D.R.	RS	169046
30099807-0	RESTAURACION TEATRO MUNICIPAL DE VIÑA DEL MAR	ARTE Y CULTURA	F.N.D.R.	RS	152723
30100404-0	REPOSICION DEPTO.PROVINCIAL DE EDUCACION SAN FELIPE	ADMINISTRACION EDUCACION Y CULTURA	SECTORIAL	OT	51500
30100703-0	"REPOSICION ESCUELA RAMON BARROS LUCO, VALPARAISO"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	48632
30100843-0	MEJORAMIENTO EDIFICIO SECREDUC REGION DE VALPARAISO	ADMINISTRACION EDUCACION Y CULTURA	SECTORIAL	OT	53500
30101405-0	REPOSICION CENTRO EDUCACIONAL COMUNA DE JUAN FERNÁNDEZ	EDUCACION BASICA Y MEDIA	F.N.D.R. - SECTORIAL	OT	258720
30103800-0	"CONSTRUCCION CENTRO CIENTIFICO CULTURAL, COMUNA DE LIMACHE"	ARTE Y CULTURA	F.N.D.R.	OT	36000
30104291-0	AMPLIACION LICEO POLITECNICO CONCON	EDUCACION MEDIA TECNICO	F.N.D.R.	OT	18575
30104598-0	REPOSICION DE JARDIN INFANTIL PICHICHE DE QUILPUE COD 05.1.06.001	EDUCACION PREBASICA	SECTORIAL	OT	7936
30104842-0	RESTAURACION CAPILLA LA PALMA QUILLOTA	ARTE Y CULTURA	F.N.D.R.	OT	21377
30104848-0	"RESTAURACION CAPILLA MANZANAR, QUILLOTA"	ARTE Y CULTURA	F.N.D.R.	OT	19559
30105536-0	HABILITACION MUSEO DEL GRABADO DOCUMENTAL PATRIMONIAL VISUAL        	ARTE Y CULTURA	F.N.D.R.	RS	92170
30112234-0	CONSTRUCCION Y HABILITACION  FACULTAD  CIENCIAS DE LA SALUD UPLA    	EDUCACION SUPERIOR	F.N.D.R.		63000
20055708-0	"AMPLIACION ESCUELA BASICA GN-496, PDTE. PEDRO AGUIRRE CERDA"	EDUCACION BASICA Y MEDIA	F.N.D.R.	IN	480887
20111568-0	REPOSICION ESCUELA BASICA F-377 LIMACHITO	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	1365027
20136068-0	NORMALIZACION ESCUELA LO CALVO G-146; SAN ESTEBAN	EDUCACION BASICA Y MEDIA	F.N.D.R.	FI	736530
20165983-0	"REPOSICION Y AMPLIACIÓN ESCUELA LEZANA PINCHEIRA, VIÑA DEL MAR"	EDUCACION BASICA Y MEDIA	F.N.D.R.	FI	664282
20166776-0	"REPOSICION LICEO TECNICO PROFESIONAL DE MINERIA, CABILDO"	EDUCACION MEDIA TECNICO	F.N.D.R.	RS	803141
20172684-0	"AMPLIACION ESCUELA GABRIELA MISTRAL, LA CALERA"	EDUCACION BASICA Y MEDIA	F.N.D.R. - SECTORIAL	RS	627109
20182193-0	"RESTAURACION CASA P. AGUIRRE CERDA Y ESCUELA AGRICOLA, CALLE LARGA."	ARTE Y CULTURA	F.N.D.R.	RS	1111561
20183774-0	CONSTRUCCION DEPARTAMENTO PROVINCIAL DE EDUCACION QUILLOTA - PETORCA	ADMINISTRACION EDUCACION Y CULTURA	F.N.D.R. - SECTORIAL	RS	602619
20187772-0	AMPLIACION ESCUELA SAN JOSÉ DE CALASANZ	EDUCACION BASICA Y MEDIA	F.N.D.R. - SECTORIAL	RS	361598
20188040-0	"AMPLIACION ESCUELA G-84 EL COBRE - LA COLONIA, CATEMU"	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	347658
20188071-0	"CONSTRUCCION ANEXO ESCUELA BASICA G-496, PDTE. PEDRO A. CERDA"	EDUCACION BASICA Y MEDIA	F.N.D.R. - SECTORIAL	RS	1465118
20191423-0	CONSTRUCCION NUEVO ESTABLECIMIENTO ESCUELA SAN JOSE DE CALASANZ	EDUCACION BASICA Y MEDIA	F.N.D.R. - SECTORIAL	RS	1012064
20192568-0	AMPLIACION LICEO JUAN DANTE PARRAGUEZ	EDUCACION BASICA Y MEDIA	F.N.D.R.	FI	566881
30028242-0	AMPLIACION ESCUELA ELISA LATAPIAT F-218	EDUCACION BASICA Y MEDIA	F.N.D.R. - SECTORIAL	RS	706420
30034652-0	REPOSICION ESCUELA SAN ALBERTO SECTOR GUZMANES	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	440274
30040102-0	CONSTRUCCION LICEO TECNICO PROFESIONAL	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	856498
30042302-0	REPOSICION JARDIN INFANTIL FLIPPER - VALPARAISO	EDUCACION PREBASICA	F.N.D.R.	RS	362749
30042507-0	REPOSICION JARDIN INFANTIL PENECA DE SAN FELIPE	EDUCACION PREBASICA	F.N.D.R.	RS	338883
30064308-0	REPOSICION ESCUELA MARIA LEIVA DE IBAÑEZ LAS COIMAS PUTAENDO	EDUCACION BASICA Y MEDIA	F.N.D.R.	RS	339682
